SO_No,SO_No_TPOS,SO_Date,Customer_No,Customer_Name,SO_Type,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Scp_Disc,Campaign_Code
SO2502040764,TPOS00083091,27/02/2025,C1127,PT BUANA MANDIRI,3,008-S3,Bambang Permana,81D707Q543,2,1239100,2,
SO2502040765,TPOS00083092,26/02/2025,C1127,PT BUANA MANDIRI,3,008-S3,Bambang Permana,56B477H382,109,1000,2,
SO2502040766,TPOS00083093,13/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,70Z186V901,42,322700,3,
SO2502040767,TPOS00083094,05/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,21B429P875,1,386000,4,
SO2502040768,TPOS00083095,03/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,13L129R237,1,285200,0,
SO2502040769,TPOS00083096,06/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,60J109K624,1,1000,5,
SO2502040770,TPOS00083097,16/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,91V325A795,3,624900,3,
SO2502040771,TPOS00083098,05/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,77H445L164,3,963100,1,
SO2502040772,TPOS00083099,13/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,17C392G924,2,1621300,4,
SO2502040773,TPOS00083100,03/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,57M624X879,5,242200,5,
SO2502040774,TPOS00083101,19/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,95M390K208,73,36100,1,
SO2502040775,TPOS00083102,04/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,16M768T328,25,222100,2,
SO2502040776,TPOS00083103,13/02/2025,C1129,PT SELATAN AUTOPARTS,3,009-S3,Hadi Darmawan,42U484K968,1,1585000,0,
SO2502040777,TPOS00083104,05/02/2025,C1132,CV BERSAMA MOBILINDO,3,009-S4,Umar Permana,71V971Q623,1,1608900,5,
SO2502040778,TPOS00083105,15/02/2025,C1132,CV BERSAMA MOBILINDO,3,009-S4,Umar Permana,52H398P996,4,628600,4,
SO2502040779,TPOS00083106,18/02/2025,C1132,CV BERSAMA MOBILINDO,3,009-S4,Umar Permana,67Y579M417,1,829000,1,
SO2502040780,TPOS00083107,01/02/2025,C1133,CV KARYA JASA,3,009-S2,Yuli Pratama,38R739K594,2,700400,0,
SO2502040781,TPOS00083108,04/02/2025,C1134,CV MAJU PARTS,3,009-S2,Yuli Pratama,59B257Z511,1,64100,2,
SO2502040782,TPOS00083109,20/02/2025,C1134,CV MAJU PARTS,3,009-S2,Yuli Pratama,90U702U723,3,740700,0,
SO2502040783,TPOS00083110,24/02/2025,C1134,CV MAJU PARTS,3,009-S2,Yuli Pratama,60S519X212,1,1000,2,
SO2502040784,TPOS00083111,01/02/2025,C1134,CV MAJU PARTS,3,009-S2,Yuli Pratama,80W131S536,2,1271600,3,
SO2502040785,TPOS00083112,14/02/2025,C1138,UD SEJAHTERA RAYA,3,009-S4,Umar Permana,96Q332D906,7,226700,5,
SO2502040786,TPOS00083113,22/02/2025,C1138,UD SEJAHTERA RAYA,3,009-S4,Umar Permana,90F984C112,1,197500,3,
SO2502040787,TPOS00083114,05/02/2025,C1140,PT LESTARI MOBILINDO,3,009-S2,Yuli Pratama,24K844F294,1,980600,1,
SO2502040788,TPOS00083115,02/02/2025,C1142,CV MULIA JASA,3,009-S2,Yuli Pratama,84N838B423,22,259700,0,
SO2502040789,TPOS00083116,06/02/2025,C1142,CV MULIA JASA,3,009-S2,Yuli Pratama,96Q332D906,18,162800,5,
SO2502040790,TPOS00083117,12/02/2025,C1142,CV MULIA JASA,3,009-S2,Yuli Pratama,92H891F411,135,80400,1,
SO2502040791,TPOS00083118,06/02/2025,C1142,CV MULIA JASA,3,009-S2,Yuli Pratama,44T632M601,53,338000,3,
SO2502040792,TPOS00083119,14/02/2025,C1142,CV MULIA JASA,3,009-S2,Yuli Pratama,16M768T328,5,297800,4,
SO2502040793,TPOS00083120,19/02/2025,C1142,CV MULIA JASA,3,009-S2,Yuli Pratama,96F892G208,13,425300,4,
SO2502040794,TPOS00083121,20/02/2025,C1143,PT MITRA SEJAHTERA,3,009-S2,Yuli Pratama,53N846J226,4,1000,1,
SO2502040795,TPOS00083122,04/02/2025,C1143,PT MITRA SEJAHTERA,3,009-S2,Yuli Pratama,58R153L321,1,1000,5,
SO2502040796,TPOS00083123,01/02/2025,C1144,CV ANUGERAH LESTARI,3,009-S1,Agus Permana,89V924U181,4,1000,0,
SO2502040797,TPOS00083124,25/02/2025,C1144,CV ANUGERAH LESTARI,3,009-S1,Agus Permana,22G327F547,1,838100,2,
SO2502040798,TPOS00083125,16/02/2025,C1144,CV ANUGERAH LESTARI,3,009-S1,Agus Permana,44T632M601,3,227100,1,
SO2502040799,TPOS00083126,14/02/2025,C1144,CV ANUGERAH LESTARI,3,009-S1,Agus Permana,97Y195W199,5,124400,5,
SO2502040800,TPOS00083127,16/02/2025,C1144,CV ANUGERAH LESTARI,3,009-S1,Agus Permana,33D755B464,3,313900,2,
SO2502040801,TPOS00083128,19/02/2025,C1145,TOKO BERKAH SPAREPART,3,009-S5,Mahendra Hartono,13S780K928,5,485500,1,
SO2502040802,TPOS00083129,19/02/2025,C1145,TOKO BERKAH SPAREPART,3,009-S5,Mahendra Hartono,43U995W283,10,437200,1,
SO2502040803,TPOS00083130,01/02/2025,C1145,TOKO BERKAH SPAREPART,3,009-S5,Mahendra Hartono,14H963C707,1,1000,5,
SO2502040804,TPOS00083131,01/02/2025,C1145,TOKO BERKAH SPAREPART,3,009-S5,Mahendra Hartono,84N838B423,13,306800,3,
SO2502040805,TPOS00083132,03/02/2025,C1145,TOKO BERKAH SPAREPART,C,009-S5,Mahendra Hartono,43K359P654,18,316000,3,GBR25-02
SO2502040806,TPOS00083133,14/02/2025,C1146,UD AGUNG PRATAMA,3,009-S4,Umar Permana,92L712X831,4,211300,4,
SO2502040807,TPOS00083134,08/02/2025,C1147,PD AGUNG BERSATU,3,009-S2,Yuli Pratama,17U857T312,1,1027300,4,
SO2502040808,TPOS00083135,18/02/2025,C1147,PD AGUNG BERSATU,3,009-S2,Yuli Pratama,37B147W694,13,260500,5,
SO2502040809,TPOS00083136,24/02/2025,C1147,PD AGUNG BERSATU,3,009-S2,Yuli Pratama,95X568W846,3,641000,1,
SO2502040810,TPOS00083137,13/02/2025,C1147,PD AGUNG BERSATU,3,009-S2,Yuli Pratama,69B485S440,76,38100,3,
SO2502040811,TPOS00083138,22/02/2025,C1147,PD AGUNG BERSATU,3,009-S2,Yuli Pratama,22G772K729,1,1117700,1,
SO2502040812,TPOS00083139,17/02/2025,C1147,PD AGUNG BERSATU,3,009-S2,Yuli Pratama,19K823Y952,36,44500,4,
SO2502040813,TPOS00083140,21/02/2025,C1148,PT ANUGERAH MULTINDO,3,009-S5,Mahendra Hartono,16M768T328,15,271000,1,
SO2502040814,TPOS00083141,23/02/2025,C1154,CV SEJAHTERA SEJAHTERA,3,010-S3,Teguh Pratama,19K823Y952,106,31700,1,
SO2502040815,TPOS00083142,15/02/2025,C1154,CV SEJAHTERA SEJAHTERA,3,010-S3,Teguh Pratama,96Q332D906,5,174700,1,
SO2502040816,TPOS00083143,16/02/2025,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,16M768T328,29,133700,4,
SO2502040817,TPOS00083144,14/02/2025,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,74L163C435,150,94400,1,
SO2502040818,TPOS00083145,13/02/2025,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,45B168U194,1,323500,3,
SO2502040819,TPOS00083146,17/02/2025,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,78L838A699,5,1000,5,
SO2502040820,TPOS00083147,22/02/2025,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,85P440L610,1,286300,4,
SO2502040821,TPOS00083148,18/02/2025,C1157,TOKO SURYA UTAMA,3,010-S1,Budi Pratama,37N358Y580,4,315800,0,
SO2502040822,TPOS00083149,27/02/2025,C1157,TOKO SURYA UTAMA,3,010-S1,Budi Pratama,85P440L610,43,296400,2,
SO2502040823,TPOS00083150,18/02/2025,C1158,PD TIMUR MOBILINDO,3,010-S3,Teguh Pratama,18B848J366,1,601900,5,
SO2502040824,TPOS00083151,13/02/2025,C1158,PD TIMUR MOBILINDO,3,010-S3,Teguh Pratama,66Q811H844,1,1087800,1,
SO2502040825,TPOS00083152,18/02/2025,C1158,PD TIMUR MOBILINDO,3,010-S3,Teguh Pratama,70J861W788,1,267700,0,
SO2502040826,TPOS00083153,03/02/2025,C1159,TOKO MULIA KARYA,3,010-S2,Kurnia Suryana,79L901M986,1,1223500,5,
SO2502040827,TPOS00083154,24/02/2025,C1159,TOKO MULIA KARYA,3,010-S2,Kurnia Suryana,70J666P305,2,844900,4,
SO2502040828,TPOS00083155,19/02/2025,C1160,CV SEJAHTERA UTAMA,3,010-S3,Teguh Pratama,93S237D162,2,2125900,5,
SO2502040829,TPOS00083156,11/02/2025,C1161,TOKO BERKAH MANDIRI,3,010-S3,Teguh Pratama,43K359P654,16,326000,0,
SO2502040830,TPOS00083157,04/02/2025,C1161,TOKO BERKAH MANDIRI,3,010-S3,Teguh Pratama,59B257Z511,1,188100,1,
SO2502040831,TPOS00083158,20/02/2025,C1161,TOKO BERKAH MANDIRI,3,010-S3,Teguh Pratama,57M624X879,36,292100,5,
SO2502040832,TPOS00083159,11/02/2025,C1161,TOKO BERKAH MANDIRI,3,010-S3,Teguh Pratama,56B477H382,392,56900,2,
SO2502040833,TPOS00083160,02/02/2025,C1161,TOKO BERKAH MANDIRI,3,010-S3,Teguh Pratama,95M390K208,379,40100,0,
SO2502040834,TPOS00083161,14/02/2025,C1162,PT SEJAHTERA SUKSES,3,010-S1,Budi Pratama,28Q891Q662,1,317300,3,
SO2502040835,TPOS00083162,25/02/2025,C1163,TOKO BARAT SUKSES,3,010-S2,Kurnia Suryana,57M624X879,38,271400,4,
SO2502040836,TPOS00083163,14/02/2025,C1163,TOKO BARAT SUKSES,3,010-S2,Kurnia Suryana,25P174T234,2,241100,3,
SO2502040837,TPOS00083164,04/02/2025,C1163,TOKO BARAT SUKSES,3,010-S2,Kurnia Suryana,92H891F411,155,84100,0,
SO2502040838,TPOS00083165,17/02/2025,C1165,PT NUSANTARA MAKMUR,3,010-S3,Teguh Pratama,15V635H723,1,529400,0,
SO2502040839,TPOS00083166,25/02/2025,C1165,PT NUSANTARA MAKMUR,3,010-S3,Teguh Pratama,71R745G205,1,445500,2,
SO2502040840,TPOS00083167,03/02/2025,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,95T916C576,1,1000,1,
SO2502040841,TPOS00083168,01/02/2025,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,19K823Y952,35,26900,2,
SO2502040842,TPOS00083169,19/02/2025,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,28Q472X142,9,306300,2,
SO2502040843,TPOS00083170,13/02/2025,C1169,PT TIMUR NIAGA,3,010-S1,Budi Pratama,41G739T583,1,544400,1,
SO2502040844,TPOS00083171,02/02/2025,C1169,PT TIMUR NIAGA,3,010-S1,Budi Pratama,10N987F495,1,341500,3,
SO2502040845,TPOS00083172,02/02/2025,C1169,PT TIMUR NIAGA,3,010-S1,Budi Pratama,29W531C905,1,1000,2,
SO2502040846,TPOS00083173,22/02/2025,C1169,PT TIMUR NIAGA,3,010-S1,Budi Pratama,25N569P826,1,1459400,4,
SO2502040847,TPOS00083174,09/02/2025,C1171,UD BERSAMA SPAREPART,3,010-S1,Budi Pratama,62Y410A908,6,605800,4,
SO2502040848,TPOS00083175,27/02/2025,C1171,UD BERSAMA SPAREPART,3,010-S1,Budi Pratama,44T632M601,47,318900,4,
SO2502040849,TPOS00083176,11/02/2025,C1171,UD BERSAMA SPAREPART,3,010-S1,Budi Pratama,44T632M601,44,266800,1,
SO2502040850,TPOS00083177,02/02/2025,C1171,UD BERSAMA SPAREPART,3,010-S1,Budi Pratama,89P932T594,1,335200,4,
SO2502040851,TPOS00083178,14/02/2025,C1171,UD BERSAMA SPAREPART,3,010-S1,Budi Pratama,87W189D133,1,665400,1,
SO2502040852,TPOS00083179,02/02/2025,C1174,PT LOGAM MAKMUR,3,010-S2,Kurnia Suryana,78C754Y217,2,866300,1,
SO2502040853,TPOS00083180,28/02/2025,C1174,PT LOGAM MAKMUR,3,010-S2,Kurnia Suryana,43K359P654,1,278400,0,
SO2502040854,TPOS00083181,03/02/2025,C1174,PT LOGAM MAKMUR,3,010-S2,Kurnia Suryana,44T632M601,94,291900,1,
SO2502040855,TPOS00083182,10/02/2025,C1174,PT LOGAM MAKMUR,3,010-S2,Kurnia Suryana,64Q660R145,5,275600,4,
SO2502040856,TPOS00083183,18/02/2025,C1174,PT LOGAM MAKMUR,3,010-S2,Kurnia Suryana,97U934U858,4,661600,4,
SO2502040857,TPOS00083184,03/02/2025,C1176,CV SENTOSA SENTOSA,3,010-S1,Budi Pratama,62V738Y137,1,534800,1,
SO2502040858,TPOS00083185,15/02/2025,C1176,CV SENTOSA SENTOSA,3,010-S1,Budi Pratama,16M768T328,6,98500,5,
SO2502040859,TPOS00083186,08/02/2025,C1176,CV SENTOSA SENTOSA,3,010-S1,Budi Pratama,98C676V226,1,501300,4,
SO2502040860,TPOS00083187,09/02/2025,C1176,CV SENTOSA SENTOSA,3,010-S1,Budi Pratama,74L163C435,206,62600,1,
SO2502040861,TPOS00083188,12/02/2025,C1177,PT MANDIRI MOTOR,3,010-S1,Budi Pratama,95M390K208,98,77700,3,
SO2502040862,TPOS00083189,25/02/2025,C1177,PT MANDIRI MOTOR,3,010-S1,Budi Pratama,86Y700Y610,5,479000,3,
SO2502040863,TPOS00083190,15/02/2025,C1177,PT MANDIRI MOTOR,3,010-S1,Budi Pratama,85P440L610,36,239500,3,
SO2502040864,TPOS00083191,02/02/2025,C1179,PT PRATAMA DIESEL,3,010-S2,Kurnia Suryana,44T632M601,63,205100,4,
SO2502040865,TPOS00083192,21/02/2025,C1179,PT PRATAMA DIESEL,3,010-S2,Kurnia Suryana,37N358Y580,47,334700,5,
SO2502040866,TPOS00083193,25/02/2025,C1179,PT PRATAMA DIESEL,3,010-S2,Kurnia Suryana,70Z186V901,9,185000,0,
SO2502040867,TPOS00083194,04/02/2025,C1179,PT PRATAMA DIESEL,3,010-S2,Kurnia Suryana,70Z186V901,249,209000,5,
SO2502040868,TPOS00083195,05/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,58C567D876,3,317100,4,
SO2502040869,TPOS00083196,23/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,50F526F678,3,712700,2,
SO2502040870,TPOS00083197,21/02/2025,C1180,CV TEKNIK MAKMUR,C,010-S1,Budi Pratama,44T632M601,33,383900,3,GBR25-01
SO2502040871,TPOS00083198,05/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,53A485T850,1,1000,5,
SO2502040872,TPOS00083199,22/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,37N358Y580,15,475000,5,
SO2502040873,TPOS00083200,06/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,16M768T328,1,297800,3,
SO2502040874,TPOS00083201,14/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,42Y732F188,2,734000,1,
SO2502040875,TPOS00083202,20/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,16M768T328,8,26300,4,
SO2502040876,TPOS00083203,27/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,48R491P152,5,1494500,2,
SO2502040877,TPOS00083204,20/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,94J281P522,2,292400,4,
SO2502040878,TPOS00083205,17/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,65L122D307,3,302300,0,
SO2502040879,TPOS00083206,21/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,24H102X406,2,766200,0,
SO2502040880,TPOS00083207,16/02/2025,C1180,CV TEKNIK MAKMUR,3,010-S1,Budi Pratama,42Q236L481,2,1033200,2,
SO2502040881,TPOS00083208,19/02/2025,C1181,CV TIMUR LESTARI,3,010-S1,Budi Pratama,63B699R882,2,1566300,3,
SO2502040882,TPOS00083209,08/02/2025,C1181,CV TIMUR LESTARI,3,010-S1,Budi Pratama,61T809A429,1,1065500,3,
SO2502040883,TPOS00083210,22/02/2025,C1181,CV TIMUR LESTARI,3,010-S1,Budi Pratama,97W575P162,1,1416300,4,
SO2502040884,TPOS00083211,22/02/2025,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,98B460L410,2,709700,3,
SO2502040885,TPOS00083212,20/02/2025,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,34Y687M267,3,633700,5,
SO2502040886,TPOS00083213,05/02/2025,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,81D707Q543,1,1249900,2,
SO2502040887,TPOS00083214,07/02/2025,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,44T632M601,19,178500,5,
SO2502040888,TPOS00083215,19/02/2025,C1183,TOKO SURYA SEJAHTERA,3,010-S3,Teguh Pratama,22K784N279,5,1534100,3,
SO2502040889,TPOS00083216,01/02/2025,C1183,TOKO SURYA SEJAHTERA,3,010-S3,Teguh Pratama,12X815Q705,8,1000,2,
SO2502040890,TPOS00083217,19/02/2025,C1184,CV INDAH MOTOR,3,010-S1,Budi Pratama,68Z105H907,1,896600,3,
SO2502040891,TPOS00083218,20/02/2025,C1184,CV INDAH MOTOR,3,010-S1,Budi Pratama,50F526F678,6,417100,5,
SO2502040892,TPOS00083219,22/02/2025,C1184,CV INDAH MOTOR,3,010-S1,Budi Pratama,82A913V477,3,458000,0,
SO2502040893,TPOS00083220,15/02/2025,C1184,CV INDAH MOTOR,3,010-S1,Budi Pratama,33Q491X495,1,245100,5,
SO2502040894,TPOS00083221,02/02/2025,C1184,CV INDAH MOTOR,3,010-S1,Budi Pratama,91V307B730,2,358800,4,
SO2502040895,TPOS00083222,22/02/2025,C1185,PT BARAT MULTINDO,3,010-S3,Teguh Pratama,81D707Q543,1,920300,2,
SO2502040896,TPOS00083223,27/02/2025,C1187,TOKO ABADI MAKMUR,3,010-S2,Kurnia Suryana,96Q332D906,4,191000,3,
SO2502040897,TPOS00083224,14/02/2025,C1187,TOKO ABADI MAKMUR,3,010-S2,Kurnia Suryana,16M768T328,3,324600,5,
SO2502040898,TPOS00083225,23/02/2025,C1189,UD TEKNIK SUKSES,3,010-S2,Kurnia Suryana,19J135S882,1,351700,3,
SO2502040899,TPOS00083226,16/02/2025,C1189,UD TEKNIK SUKSES,3,010-S2,Kurnia Suryana,96E654F696,142,33700,3,
SO2502040900,TPOS00083227,04/02/2025,C1189,UD TEKNIK SUKSES,3,010-S2,Kurnia Suryana,45E231P273,81,1000,4,
SO2502040901,TPOS00083228,08/02/2025,C1190,UD PERSADA LESTARI,3,010-S2,Kurnia Suryana,10R261Y269,1,278200,4,
SO2502040902,TPOS00083229,26/02/2025,C1194,UD JAYA DIESEL MOTOR,3,011-S3,Adi Firmansyah,56B477H382,22,34100,1,
SO2502040903,TPOS00083230,08/02/2025,C1194,UD JAYA DIESEL MOTOR,C,011-S3,Adi Firmansyah,43K359P654,226,501200,5,GBR25-02
SO2502040904,TPOS00083231,23/02/2025,C1194,UD JAYA DIESEL MOTOR,3,011-S3,Adi Firmansyah,91P465E393,4,389200,5,
SO2502040905,TPOS00083232,23/02/2025,C1194,UD JAYA DIESEL MOTOR,3,011-S3,Adi Firmansyah,18F530W323,2,1115700,4,
SO2502040906,TPOS00083233,13/02/2025,C1194,UD JAYA DIESEL MOTOR,3,011-S3,Adi Firmansyah,57M624X879,7,228300,4,
SO2502040907,TPOS00083234,21/02/2025,C1194,UD JAYA DIESEL MOTOR,3,011-S3,Adi Firmansyah,22F201C212,1,13000,4,
SO2502040908,TPOS00083235,08/02/2025,C1194,UD JAYA DIESEL MOTOR,3,011-S3,Adi Firmansyah,16M768T328,2,46000,5,
SO2502040909,TPOS00083236,25/02/2025,C1202,CV GEMILANG BENGKEL,3,011-S1,Gunawan Fauzi,75V230C982,4,779300,4,
SO2502040910,TPOS00083237,05/02/2025,C1202,CV GEMILANG BENGKEL,3,011-S1,Gunawan Fauzi,87B337W776,357,38200,0,
SO2502040911,TPOS00083238,21/02/2025,C1202,CV GEMILANG BENGKEL,3,011-S1,Gunawan Fauzi,16M768T328,4,164900,0,
SO2502040912,TPOS00083239,15/02/2025,C1202,CV GEMILANG BENGKEL,3,011-S1,Gunawan Fauzi,19J756V360,54,19400,1,
SO2502040913,TPOS00083240,25/02/2025,C1202,CV GEMILANG BENGKEL,3,011-S1,Gunawan Fauzi,66W148S627,1,549500,2,
SO2502040914,TPOS00083241,07/02/2025,C1202,CV GEMILANG BENGKEL,3,011-S1,Gunawan Fauzi,64L851M701,1,1000,4,
SO2502040915,TPOS00083242,22/02/2025,C1203,CV PUTRA SERVIS,3,011-S1,Gunawan Fauzi,44T632M601,60,394400,0,
SO2502040916,TPOS00083243,01/02/2025,C1203,CV PUTRA SERVIS,3,011-S1,Gunawan Fauzi,70Z186V901,5,401500,1,
SO2502040917,TPOS00083244,28/02/2025,C1203,CV PUTRA SERVIS,3,011-S1,Gunawan Fauzi,69B485S440,214,39700,5,
SO2502040918,TPOS00083245,05/02/2025,C1204,PD DHARMA DIESEL MOTOR,3,011-S1,Gunawan Fauzi,96Q332D906,1,194800,1,
SO2502040919,TPOS00083246,05/02/2025,C1204,PD DHARMA DIESEL MOTOR,3,011-S1,Gunawan Fauzi,19J756V360,38,24800,1,
SO2502040920,TPOS00083247,28/02/2025,C1206,PD LOGAM SERVIS,3,011-S3,Adi Firmansyah,92H891F411,11,52200,3,
SO2502040921,TPOS00083248,12/02/2025,C1206,PD LOGAM SERVIS,3,011-S3,Adi Firmansyah,97P770Z553,45,43300,4,
SO2502040922,TPOS00083249,19/02/2025,C1207,TOKO MAJU AUTO,3,011-S3,Adi Firmansyah,25F115U752,1,251600,3,
SO2502040923,TPOS00083250,07/02/2025,C1207,TOKO MAJU AUTO,3,011-S3,Adi Firmansyah,85X133F710,6,1041600,5,
SO2502040924,TPOS00083251,25/02/2025,C1207,TOKO MAJU AUTO,3,011-S3,Adi Firmansyah,57M624X879,17,111100,1,
SO2502040925,TPOS00083252,05/02/2025,C1207,TOKO MAJU AUTO,3,011-S3,Adi Firmansyah,34C967J854,1,1638700,5,
SO2502040926,TPOS00083253,23/02/2025,C1207,TOKO MAJU AUTO,3,011-S3,Adi Firmansyah,54V445B330,1,331600,3,
SO2502040927,TPOS00083254,13/02/2025,C1207,TOKO MAJU AUTO,3,011-S3,Adi Firmansyah,78R770Y347,16,1000,4,
SO2502040928,TPOS00083255,26/02/2025,C1207,TOKO MAJU AUTO,3,011-S3,Adi Firmansyah,57M624X879,13,151000,5,
SO2502040929,TPOS00083256,13/02/2025,C1207,TOKO MAJU AUTO,3,011-S3,Adi Firmansyah,40H557S263,3,242700,3,
SO2502040930,TPOS00083257,04/02/2025,C1209,UD DHARMA MAKMUR,3,011-S2,Wahyu Wijaya,87B337W776,44,54500,2,
SO2502040931,TPOS00083258,09/02/2025,C1209,UD DHARMA MAKMUR,3,011-S2,Wahyu Wijaya,87H350T124,1,518500,3,
SO2502040932,TPOS00083259,17/02/2025,C1213,TOKO KARYA PARTS,3,011-S3,Adi Firmansyah,83A267U980,2,213200,3,
SO2502040933,TPOS00083260,18/02/2025,C1214,PT INDAH AUTO,3,011-S1,Gunawan Fauzi,59W371U588,2,1000,1,
SO2502040934,TPOS00083261,19/02/2025,C1214,PT INDAH AUTO,3,011-S1,Gunawan Fauzi,37N358Y580,51,226900,3,
SO2502040935,TPOS00083262,03/02/2025,C1215,PT SETIA DIESEL,3,012-S2,Wahyu Sugiarto,85P440L610,53,298800,2,
SO2502040936,TPOS00083263,16/02/2025,C1217,UD BERSAMA BERSATU,3,012-S1,Indah Halim,26P115W528,2,253000,2,
SO2502040937,TPOS00083264,28/02/2025,C1217,UD BERSAMA BERSATU,3,012-S1,Indah Halim,18L386E207,4,326100,1,
SO2502040938,TPOS00083265,25/02/2025,C1217,UD BERSAMA BERSATU,3,012-S1,Indah Halim,60B937D164,1,492200,4,
SO2502040939,TPOS00083266,08/02/2025,C1218,UD CIPTA AUTOPARTS,3,012-S3,Umar Susanto,51V982P186,2,71300,4,
SO2502040940,TPOS00083267,12/02/2025,C1218,UD CIPTA AUTOPARTS,3,012-S3,Umar Susanto,97P770Z553,146,10400,0,
SO2502040941,TPOS00083268,18/02/2025,C1218,UD CIPTA AUTOPARTS,3,012-S3,Umar Susanto,83S669V350,5,161300,0,
SO2502040942,TPOS00083269,19/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,34S951N602,2,279400,5,
SO2502040943,TPOS00083270,02/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,96Q332D906,13,181500,0,
SO2502040944,TPOS00083271,08/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,61N385U288,3,152400,4,
SO2502040945,TPOS00083272,22/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,92H891F411,286,1000,1,
SO2502040946,TPOS00083273,26/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,48P763Z436,1,188200,1,
SO2502040947,TPOS00083274,01/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,70Z186V901,9,235500,0,
SO2502040948,TPOS00083275,20/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,48U216P581,1,663100,0,
SO2502040949,TPOS00083276,12/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,43K424Q923,2,1547500,5,
SO2502040950,TPOS00083277,14/02/2025,C1220,UD TEKNIK SEJAHTERA,3,012-S1,Indah Halim,89W398T434,2,421900,1,
SO2502040951,TPOS00083278,09/02/2025,C1223,PD SINAR AUTO,3,012-S2,Wahyu Sugiarto,49P790E175,4,499300,0,
SO2502040952,TPOS00083279,27/02/2025,C1226,PD ABADI RAYA,3,013-S1,Indah Saputra,19J756V360,2,37700,3,
SO2502040953,TPOS00083280,16/02/2025,C1227,UD SURYA DIESEL,3,013-S2,Prasetyo Hartono,17A369Y679,1,390500,0,
SO2502040954,TPOS00083281,03/02/2025,C1227,UD SURYA DIESEL,3,013-S2,Prasetyo Hartono,74Z908R199,2,451600,1,
SO2502040955,TPOS00083282,28/02/2025,C1227,UD SURYA DIESEL,3,013-S2,Prasetyo Hartono,71S327S910,1,1050800,1,
SO2502040956,TPOS00083283,07/02/2025,C1227,UD SURYA DIESEL,3,013-S2,Prasetyo Hartono,53K385R365,1,598300,3,
SO2502040957,TPOS00083284,13/02/2025,C1227,UD SURYA DIESEL,3,013-S2,Prasetyo Hartono,34H590R247,2,1000,3,
SO2502040958,TPOS00083285,14/02/2025,C1234,TB GRAHA MOBILINDO,3,013-S3,Surya Suryana,95P939R476,2,1000,4,
SO2502040959,TPOS00083286,21/02/2025,C1234,TB GRAHA MOBILINDO,3,013-S3,Surya Suryana,15K965Y652,2,419400,3,
