SO_No,SO_No_TPOS,SO_Date,Customer_No,Customer_Name,SO_Type,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Scp_Disc,Campaign_Code
SO2607061007,TPOS00103813,03/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,90Z603Z817,1,1372700,3,
SO2607061008,TPOS00103814,28/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,41E185V152,1,8700,2,
SO2607061009,TPOS00103815,22/07/2026,C1120,TB ABADI SERVIS,3,008-S3,Bambang Permana,57M624X879,10,225000,4,
SO2607061010,TPOS00103816,05/07/2026,C1120,TB ABADI SERVIS,3,008-S3,Bambang Permana,31Y235Z201,2,513200,0,
SO2607061011,TPOS00103817,08/07/2026,C1120,TB ABADI SERVIS,3,008-S3,Bambang Permana,90Z603Z817,2,794100,5,
SO2607061012,TPOS00103818,28/07/2026,C1120,TB ABADI SERVIS,3,008-S3,Bambang Permana,74K951L925,9,564500,4,
SO2607061013,TPOS00103819,22/07/2026,C1120,TB ABADI SERVIS,3,008-S3,Bambang Permana,48A669L135,1,250100,0,
SO2607061014,TPOS00103820,02/07/2026,C1123,TOKO NUSANTARA SUKSES,3,008-S2,Irfan Purnama,61E523V436,1,940100,0,
SO2607061015,TPOS00103821,03/07/2026,C1123,TOKO NUSANTARA SUKSES,3,008-S2,Irfan Purnama,38X542F637,1,1000,2,
SO2607061016,TPOS00103822,09/07/2026,C1125,PD SENTOSA SEJAHTERA,3,008-S3,Bambang Permana,77X387K618,4,179400,4,
SO2607061017,TPOS00103823,10/07/2026,C1125,PD SENTOSA SEJAHTERA,3,008-S3,Bambang Permana,45N324V454,7,119600,2,
SO2607061018,TPOS00103824,27/07/2026,C1125,PD SENTOSA SEJAHTERA,3,008-S3,Bambang Permana,43N907R760,2,457900,0,
SO2607061019,TPOS00103825,07/07/2026,C1125,PD SENTOSA SEJAHTERA,3,008-S3,Bambang Permana,21C147L178,3,444400,5,
SO2607061020,TPOS00103826,07/07/2026,C1125,PD SENTOSA SEJAHTERA,3,008-S3,Bambang Permana,16S603R588,6,479500,5,
SO2607061021,TPOS00103827,08/07/2026,C1125,PD SENTOSA SEJAHTERA,3,008-S3,Bambang Permana,77A179A455,1,822100,0,
SO2607061022,TPOS00103828,20/07/2026,C1127,PT BUANA MANDIRI,3,008-S4,Fitri Firmansyah,57M624X879,9,106100,3,
SO2607061023,TPOS00103829,16/07/2026,C1127,PT BUANA MANDIRI,3,008-S4,Fitri Firmansyah,67J914P641,2,612900,5,
SO2607061024,TPOS00103830,28/07/2026,C1127,PT BUANA MANDIRI,3,008-S4,Fitri Firmansyah,81D707Q543,1,1549100,2,
SO2607061025,TPOS00103831,10/07/2026,C1127,PT BUANA MANDIRI,3,008-S4,Fitri Firmansyah,70W643K532,1,892200,5,
SO2607061026,TPOS00103832,19/07/2026,C1127,PT BUANA MANDIRI,3,008-S4,Fitri Firmansyah,44T632M601,22,331500,3,
SO2607061027,TPOS00103833,03/07/2026,C1127,PT BUANA MANDIRI,3,008-S4,Fitri Firmansyah,42H651T142,5,1163500,0,
SO2607061028,TPOS00103834,03/07/2026,C1127,PT BUANA MANDIRI,3,008-S4,Fitri Firmansyah,42L154G702,3,237400,0,
SO2607061029,TPOS00103835,20/07/2026,C1127,PT BUANA MANDIRI,3,008-S4,Fitri Firmansyah,61G267U427,1,896500,0,
SO2607061030,TPOS00103836,27/07/2026,C1128,TOKO BUANA ABADI,3,008-S3,Bambang Permana,80L120J576,2,418200,5,
SO2607061031,TPOS00103837,10/07/2026,C1130,TOKO GRAHA TEKNIK,3,009-S4,Umar Permana,87R614H330,4,229500,4,
SO2607061032,TPOS00103838,20/07/2026,C1130,TOKO GRAHA TEKNIK,3,009-S4,Umar Permana,55J704H436,3,455400,4,
SO2607061033,TPOS00103839,24/07/2026,C1134,CV MAJU PARTS,3,009-S4,Umar Permana,16M768T328,6,235600,2,
SO2607061034,TPOS00103840,16/07/2026,C1134,CV MAJU PARTS,3,009-S4,Umar Permana,96E654F696,55,13200,0,
SO2607061035,TPOS00103841,22/07/2026,C1134,CV MAJU PARTS,3,009-S4,Umar Permana,29V507Y844,1,1441800,0,
SO2607061036,TPOS00103842,05/07/2026,C1134,CV MAJU PARTS,3,009-S4,Umar Permana,59B257Z511,2,116500,5,
SO2607061037,TPOS00103843,09/07/2026,C1134,CV MAJU PARTS,3,009-S4,Umar Permana,96Q332D906,12,215300,3,
SO2607061038,TPOS00103844,14/07/2026,C1134,CV MAJU PARTS,3,009-S4,Umar Permana,44T632M601,79,223400,5,
SO2607061039,TPOS00103845,15/07/2026,C1134,CV MAJU PARTS,3,009-S4,Umar Permana,96Q332D906,50,148200,1,
SO2607061040,TPOS00103846,11/07/2026,C1134,CV MAJU PARTS,3,009-S4,Umar Permana,84N838B423,22,455800,1,
SO2607061041,TPOS00103847,20/07/2026,C1136,PT TEKNIK PERKASA,3,009-S4,Umar Permana,45E231P273,26,32600,4,
SO2607061042,TPOS00103848,27/07/2026,C1137,UD MEGA RAYA,3,009-S2,Yuli Pratama,91Z258N421,9,452700,3,
SO2607061043,TPOS00103849,21/07/2026,C1137,UD MEGA RAYA,3,009-S2,Yuli Pratama,36M176U221,1,1060000,0,
SO2607061044,TPOS00103850,21/07/2026,C1137,UD MEGA RAYA,3,009-S2,Yuli Pratama,77J253R805,3,1359500,5,
SO2607061045,TPOS00103851,05/07/2026,C1138,UD SEJAHTERA RAYA,3,009-S2,Yuli Pratama,45E231P273,36,24900,5,
SO2607061046,TPOS00103852,04/07/2026,C1138,UD SEJAHTERA RAYA,3,009-S2,Yuli Pratama,13B710L307,2,767200,5,
SO2607061047,TPOS00103853,27/07/2026,C1138,UD SEJAHTERA RAYA,3,009-S2,Yuli Pratama,42C447R660,1,567700,3,
SO2607061048,TPOS00103854,17/07/2026,C1138,UD SEJAHTERA RAYA,3,009-S2,Yuli Pratama,84A804E608,2,679100,1,
SO2607061049,TPOS00103855,24/07/2026,C1138,UD SEJAHTERA RAYA,3,009-S2,Yuli Pratama,40J348K131,2,1895800,2,
SO2607061050,TPOS00103856,12/07/2026,C1138,UD SEJAHTERA RAYA,3,009-S2,Yuli Pratama,56B477H382,4,4300,0,
SO2607061051,TPOS00103857,20/07/2026,C1138,UD SEJAHTERA RAYA,3,009-S2,Yuli Pratama,19J756V360,140,61900,1,
SO2607061052,TPOS00103858,02/07/2026,C1139,PT ANUGERAH SPAREPART,3,009-S5,Mahendra Hartono,35X894E383,1,1124600,4,
SO2607061053,TPOS00103859,24/07/2026,C1139,PT ANUGERAH SPAREPART,3,009-S5,Mahendra Hartono,95M390K208,33,72800,0,
SO2607061054,TPOS00103860,21/07/2026,C1139,PT ANUGERAH SPAREPART,3,009-S5,Mahendra Hartono,33X522S648,2,825600,5,
SO2607061055,TPOS00103861,07/07/2026,C1140,PT LESTARI MOBILINDO,3,009-S4,Umar Permana,85P440L610,25,465600,2,
SO2607061056,TPOS00103862,15/07/2026,C1143,PT MITRA SEJAHTERA,3,009-S2,Yuli Pratama,16M768T328,10,168200,1,
SO2607061057,TPOS00103863,06/07/2026,C1143,PT MITRA SEJAHTERA,3,009-S2,Yuli Pratama,66F290L185,1,1000,5,
SO2607061058,TPOS00103864,07/07/2026,C1143,PT MITRA SEJAHTERA,3,009-S2,Yuli Pratama,60B213L667,1,691800,2,
SO2607061059,TPOS00103865,19/07/2026,C1143,PT MITRA SEJAHTERA,3,009-S2,Yuli Pratama,57M624X879,7,145700,3,
SO2607061060,TPOS00103866,26/07/2026,C1144,CV ANUGERAH LESTARI,3,009-S5,Mahendra Hartono,97P770Z553,26,60900,3,
SO2607061061,TPOS00103867,01/07/2026,C1144,CV ANUGERAH LESTARI,3,009-S5,Mahendra Hartono,72U909G754,1,917600,3,
SO2607061062,TPOS00103868,21/07/2026,C1144,CV ANUGERAH LESTARI,3,009-S5,Mahendra Hartono,81D707Q543,2,1496200,2,
SO2607061063,TPOS00103869,24/07/2026,C1145,TOKO BERKAH SPAREPART,3,009-S3,Hadi Darmawan,16M768T328,23,183000,4,
SO2607061064,TPOS00103870,13/07/2026,C1146,UD AGUNG PRATAMA,3,009-S4,Umar Permana,64C325Z918,4,134100,2,
SO2607061065,TPOS00103871,02/07/2026,C1146,UD AGUNG PRATAMA,3,009-S4,Umar Permana,45C473F457,4,61500,1,
SO2607061066,TPOS00103872,05/07/2026,C1147,PD AGUNG BERSATU,3,009-S3,Hadi Darmawan,83N159T236,2,1111600,0,
SO2607061067,TPOS00103873,08/07/2026,C1147,PD AGUNG BERSATU,3,009-S3,Hadi Darmawan,62E121Z223,2,619800,2,
SO2607061068,TPOS00103874,05/07/2026,C1147,PD AGUNG BERSATU,3,009-S3,Hadi Darmawan,85G677E425,1,275300,1,
SO2607061069,TPOS00103875,04/07/2026,C1148,PT ANUGERAH MULTINDO,3,009-S2,Yuli Pratama,88T388H214,8,842300,3,
SO2607061070,TPOS00103876,01/07/2026,C1148,PT ANUGERAH MULTINDO,3,009-S2,Yuli Pratama,40W170R346,2,1000,5,
SO2607061071,TPOS00103877,21/07/2026,C1148,PT ANUGERAH MULTINDO,3,009-S2,Yuli Pratama,16M768T328,17,292600,3,
SO2607061072,TPOS00103878,05/07/2026,C1148,PT ANUGERAH MULTINDO,3,009-S2,Yuli Pratama,58Z599C941,2,315700,2,
SO2607061073,TPOS00103879,17/07/2026,C1151,PT SENTOSA OTOMOTIF,3,009-S5,Mahendra Hartono,40J462W619,2,1434100,0,
SO2607061074,TPOS00103880,18/07/2026,C1151,PT SENTOSA OTOMOTIF,3,009-S5,Mahendra Hartono,84N838B423,127,309200,4,
SO2607061075,TPOS00103881,14/07/2026,C1151,PT SENTOSA OTOMOTIF,3,009-S5,Mahendra Hartono,57E272U575,4,725400,1,
SO2607061076,TPOS00103882,22/07/2026,C1151,PT SENTOSA OTOMOTIF,3,009-S5,Mahendra Hartono,59Z517T146,4,230900,5,
SO2607061077,TPOS00103883,26/07/2026,C1151,PT SENTOSA OTOMOTIF,3,009-S5,Mahendra Hartono,89R340Q421,1,1000,3,
SO2607061078,TPOS00103884,15/07/2026,C1151,PT SENTOSA OTOMOTIF,3,009-S5,Mahendra Hartono,84S457H579,3,66700,3,
SO2607061079,TPOS00103885,06/07/2026,C1151,PT SENTOSA OTOMOTIF,3,009-S5,Mahendra Hartono,72L579R824,7,1000,2,
SO2607061080,TPOS00103886,09/07/2026,C1152,TB UTARA GEMILANG,3,009-S4,Umar Permana,78B730P689,2,272400,2,
SO2607061081,TPOS00103887,23/07/2026,C1152,TB UTARA GEMILANG,3,009-S4,Umar Permana,70Z186V901,37,375000,5,
SO2607061082,TPOS00103888,11/07/2026,C1152,TB UTARA GEMILANG,3,009-S4,Umar Permana,83E291X389,4,358600,3,
SO2607061083,TPOS00103889,19/07/2026,C1152,TB UTARA GEMILANG,3,009-S4,Umar Permana,93R710X264,1,1502500,1,
SO2607061084,TPOS00103890,26/07/2026,C1152,TB UTARA GEMILANG,3,009-S4,Umar Permana,55Z885T965,22,487800,4,
SO2607061085,TPOS00103891,16/07/2026,C1152,TB UTARA GEMILANG,3,009-S4,Umar Permana,43K359P654,39,186900,0,
SO2607061086,TPOS00103892,13/07/2026,C1154,CV SEJAHTERA SEJAHTERA,3,010-S1,Budi Pratama,35S814F983,3,1641800,3,
SO2607061087,TPOS00103893,11/07/2026,C1154,CV SEJAHTERA SEJAHTERA,3,010-S1,Budi Pratama,33D755B464,3,129000,2,
SO2607061088,TPOS00103894,03/07/2026,C1154,CV SEJAHTERA SEJAHTERA,3,010-S1,Budi Pratama,12D964V697,1,1270300,4,
SO2607061089,TPOS00103895,11/07/2026,C1154,CV SEJAHTERA SEJAHTERA,3,010-S1,Budi Pratama,60S759V567,1,1517300,1,
SO2607061090,TPOS00103896,24/07/2026,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,58C787E922,7,41700,4,
SO2607061091,TPOS00103897,27/07/2026,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,75M374E211,4,243100,1,
SO2607061092,TPOS00103898,02/07/2026,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,14G774D403,9,1472900,4,
SO2607061093,TPOS00103899,21/07/2026,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,96R469R219,5,796200,1,
SO2607061094,TPOS00103900,23/07/2026,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,15V619Z856,21,809800,4,
SO2607061095,TPOS00103901,18/07/2026,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,69B485S440,195,93200,0,
SO2607061096,TPOS00103902,04/07/2026,C1156,CV CIPTA GEMILANG,3,010-S3,Teguh Pratama,62T737U730,6,323300,2,
SO2607061097,TPOS00103903,06/07/2026,C1158,PD TIMUR MOBILINDO,3,010-S3,Teguh Pratama,52T131U305,1,332000,3,
SO2607061098,TPOS00103904,21/07/2026,C1158,PD TIMUR MOBILINDO,3,010-S3,Teguh Pratama,85P440L610,8,376300,0,
SO2607061099,TPOS00103905,15/07/2026,C1158,PD TIMUR MOBILINDO,3,010-S3,Teguh Pratama,43Z748T718,1,560200,1,
SO2607061100,TPOS00103906,07/07/2026,C1158,PD TIMUR MOBILINDO,3,010-S3,Teguh Pratama,24C834C622,1,1460700,1,
SO2607061101,TPOS00103907,08/07/2026,C1158,PD TIMUR MOBILINDO,3,010-S3,Teguh Pratama,36K886F550,1,554900,4,
SO2607061102,TPOS00103908,22/07/2026,C1160,CV SEJAHTERA UTAMA,3,010-S1,Budi Pratama,70Z186V901,84,476700,4,
SO2607061103,TPOS00103909,20/07/2026,C1161,TOKO BERKAH MANDIRI,3,010-S3,Teguh Pratama,16M768T328,4,221600,5,
SO2607061104,TPOS00103910,22/07/2026,C1162,PT SEJAHTERA SUKSES,3,010-S2,Kurnia Suryana,96Q332D906,12,92300,4,
SO2607061105,TPOS00103911,10/07/2026,C1164,PT ANUGERAH PERKASA,3,010-S2,Kurnia Suryana,39L294P961,1,1000,0,
SO2607061106,TPOS00103912,27/07/2026,C1164,PT ANUGERAH PERKASA,3,010-S2,Kurnia Suryana,44T632M601,159,371900,3,
SO2607061107,TPOS00103913,05/07/2026,C1164,PT ANUGERAH PERKASA,3,010-S2,Kurnia Suryana,82Z492C536,4,161700,1,
SO2607061108,TPOS00103914,25/07/2026,C1164,PT ANUGERAH PERKASA,3,010-S2,Kurnia Suryana,92L152Y358,1,249500,3,
SO2607061109,TPOS00103915,19/07/2026,C1164,PT ANUGERAH PERKASA,3,010-S2,Kurnia Suryana,93N839G784,1,1000,4,
SO2607061110,TPOS00103916,17/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,51V982P186,4,141600,0,
SO2607061111,TPOS00103917,10/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,64N925U232,2,695400,4,
SO2607061112,TPOS00103918,26/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,96Q332D906,1,211600,3,
SO2607061113,TPOS00103919,07/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,17W846Y478,5,935800,5,
SO2607061114,TPOS00103920,28/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,92H891F411,257,30300,4,
SO2607061115,TPOS00103921,12/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,90E756Z297,3,284400,5,
SO2607061116,TPOS00103922,04/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,70Z186V901,224,286500,5,
SO2607061117,TPOS00103923,14/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,63F416W427,2,144800,3,
SO2607061118,TPOS00103924,13/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,70Z186V901,122,189600,2,
SO2607061119,TPOS00103925,08/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,88D850P211,2,1357600,5,
SO2607061120,TPOS00103926,25/07/2026,C1167,CV PRIMA MAKMUR,3,010-S3,Teguh Pratama,92K695D612,1,569800,0,
SO2607061121,TPOS00103927,17/07/2026,C1170,CV GRAHA SERVIS,3,010-S2,Kurnia Suryana,43K359P654,69,345200,1,
SO2607061122,TPOS00103928,18/07/2026,C1170,CV GRAHA SERVIS,3,010-S2,Kurnia Suryana,64N925U232,1,1000,3,
SO2607061123,TPOS00103929,24/07/2026,C1174,PT LOGAM MAKMUR,3,010-S2,Kurnia Suryana,66F734A397,2,1025500,0,
SO2607061124,TPOS00103930,18/07/2026,C1175,TOKO BARAT GEMILANG,3,010-S1,Budi Pratama,38A884P434,3,239200,5,
SO2607061125,TPOS00103931,24/07/2026,C1175,TOKO BARAT GEMILANG,3,010-S1,Budi Pratama,24Z872G949,1,1123900,0,
SO2607061126,TPOS00103932,10/07/2026,C1175,TOKO BARAT GEMILANG,3,010-S1,Budi Pratama,57M624X879,11,145500,2,
SO2607061127,TPOS00103933,18/07/2026,C1175,TOKO BARAT GEMILANG,3,010-S1,Budi Pratama,84E975K856,4,1345700,5,
SO2607061128,TPOS00103934,04/07/2026,C1177,PT MANDIRI MOTOR,3,010-S2,Kurnia Suryana,69B485S440,188,24900,5,
SO2607061129,TPOS00103935,23/07/2026,C1178,TOKO MULIA SENTOSA,3,010-S3,Teguh Pratama,13R841F569,1,1139000,4,
SO2607061130,TPOS00103936,11/07/2026,C1180,CV TEKNIK MAKMUR,3,010-S3,Teguh Pratama,88M766P657,1,768100,1,
SO2607061131,TPOS00103937,26/07/2026,C1180,CV TEKNIK MAKMUR,3,010-S3,Teguh Pratama,15U909U939,2,646400,4,
SO2607061132,TPOS00103938,13/07/2026,C1180,CV TEKNIK MAKMUR,3,010-S3,Teguh Pratama,96Q332D906,4,123400,3,
SO2607061133,TPOS00103939,01/07/2026,C1180,CV TEKNIK MAKMUR,3,010-S3,Teguh Pratama,16M768T328,11,132200,5,
SO2607061134,TPOS00103940,08/07/2026,C1180,CV TEKNIK MAKMUR,3,010-S3,Teguh Pratama,84C473X121,2,829000,4,
SO2607061135,TPOS00103941,24/07/2026,C1180,CV TEKNIK MAKMUR,3,010-S3,Teguh Pratama,21V162M952,1,50700,2,
SO2607061136,TPOS00103942,13/07/2026,C1180,CV TEKNIK MAKMUR,3,010-S3,Teguh Pratama,13R496B704,2,629500,5,
SO2607061137,TPOS00103943,20/07/2026,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,81D707Q543,1,1245200,2,
SO2607061138,TPOS00103944,21/07/2026,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,52H684J524,3,740800,1,
SO2607061139,TPOS00103945,01/07/2026,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,13B750Y726,1,1099300,4,
SO2607061140,TPOS00103946,15/07/2026,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,58E278N642,3,509300,5,
SO2607061141,TPOS00103947,21/07/2026,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,43K359P654,53,460800,1,
SO2607061142,TPOS00103948,23/07/2026,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,38R739K594,1,1308000,0,
SO2607061143,TPOS00103949,22/07/2026,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,69F822A906,1,240100,5,
SO2607061144,TPOS00103950,13/07/2026,C1182,PT JAYA MOTOR,3,010-S3,Teguh Pratama,43K359P654,286,252000,0,
SO2607061145,TPOS00103951,05/07/2026,C1183,TOKO SURYA SEJAHTERA,3,010-S3,Teguh Pratama,75X764C338,1,1068600,1,
SO2607061146,TPOS00103952,23/07/2026,C1183,TOKO SURYA SEJAHTERA,3,010-S3,Teguh Pratama,33X522S648,1,885700,5,
SO2607061147,TPOS00103953,02/07/2026,C1183,TOKO SURYA SEJAHTERA,3,010-S3,Teguh Pratama,70U230B410,2,319100,3,
SO2607061148,TPOS00103954,23/07/2026,C1183,TOKO SURYA SEJAHTERA,3,010-S3,Teguh Pratama,20K732A190,1,328900,2,
SO2607061149,TPOS00103955,23/07/2026,C1187,TOKO ABADI MAKMUR,3,010-S3,Teguh Pratama,42U484K968,1,1000,1,
SO2607061150,TPOS00103956,06/07/2026,C1187,TOKO ABADI MAKMUR,3,010-S3,Teguh Pratama,51S400V483,3,554600,4,
SO2607061151,TPOS00103957,16/07/2026,C1187,TOKO ABADI MAKMUR,3,010-S3,Teguh Pratama,13L129R237,1,827900,0,
SO2607061152,TPOS00103958,02/07/2026,C1187,TOKO ABADI MAKMUR,3,010-S3,Teguh Pratama,37N358Y580,24,251400,1,
SO2607061153,TPOS00103959,26/07/2026,C1188,PD ANUGERAH SENTOSA,3,010-S3,Teguh Pratama,57H491K162,8,1204100,1,
SO2607061154,TPOS00103960,11/07/2026,C1188,PD ANUGERAH SENTOSA,3,010-S3,Teguh Pratama,47V222S952,3,346000,0,
SO2607061155,TPOS00103961,05/07/2026,C1188,PD ANUGERAH SENTOSA,3,010-S3,Teguh Pratama,96Q332D906,5,231600,5,
SO2607061156,TPOS00103962,25/07/2026,C1188,PD ANUGERAH SENTOSA,3,010-S3,Teguh Pratama,74L163C435,158,7600,2,
SO2607061157,TPOS00103963,21/07/2026,C1188,PD ANUGERAH SENTOSA,3,010-S3,Teguh Pratama,69J218U909,3,1000,5,
SO2607061158,TPOS00103964,18/07/2026,C1190,UD PERSADA LESTARI,3,010-S1,Budi Pratama,77V751N152,10,1000,1,
SO2607061159,TPOS00103965,28/07/2026,C1190,UD PERSADA LESTARI,3,010-S1,Budi Pratama,15N411D476,2,1080700,0,
SO2607061160,TPOS00103966,21/07/2026,C1194,UD JAYA DIESEL MOTOR,3,011-S1,Gunawan Fauzi,36T231Q413,1,1000,2,
SO2607061161,TPOS00103967,20/07/2026,C1197,PD PERSADA DIESEL,3,011-S3,Adi Firmansyah,81J966A272,1,270100,4,
SO2607061162,TPOS00103968,14/07/2026,C1198,TOKO BUANA GEMILANG,3,011-S3,Adi Firmansyah,14Q466C607,1,264900,4,
SO2607061163,TPOS00103969,01/07/2026,C1199,CV SURYA AUTOPARTS,3,011-S3,Adi Firmansyah,79J526H662,1,397800,3,
SO2607061164,TPOS00103970,22/07/2026,C1199,CV SURYA AUTOPARTS,3,011-S3,Adi Firmansyah,19U160B214,1,1000,5,
SO2607061165,TPOS00103971,20/07/2026,C1199,CV SURYA AUTOPARTS,3,011-S3,Adi Firmansyah,19J756V360,58,67700,2,
SO2607061166,TPOS00103972,06/07/2026,C1200,UD SINAR MULTINDO,3,011-S1,Gunawan Fauzi,96Q332D906,1,212600,2,
SO2607061167,TPOS00103973,27/07/2026,C1200,UD SINAR MULTINDO,3,011-S1,Gunawan Fauzi,16M768T328,12,180200,1,
SO2607061168,TPOS00103974,23/07/2026,C1200,UD SINAR MULTINDO,3,011-S1,Gunawan Fauzi,96Q332D906,12,193300,2,
SO2607061169,TPOS00103975,26/07/2026,C1200,UD SINAR MULTINDO,3,011-S1,Gunawan Fauzi,70Z186V901,69,269400,1,
SO2607061170,TPOS00103976,08/07/2026,C1200,UD SINAR MULTINDO,3,011-S1,Gunawan Fauzi,59B257Z511,3,273100,2,
SO2607061171,TPOS00103977,17/07/2026,C1204,PD DHARMA DIESEL MOTOR,3,011-S3,Adi Firmansyah,42H108A139,5,145200,3,
SO2607061172,TPOS00103978,04/07/2026,C1205,TOKO GRAHA LESTARI,3,011-S3,Adi Firmansyah,42B600M954,1,722900,2,
SO2607061173,TPOS00103979,25/07/2026,C1205,TOKO GRAHA LESTARI,3,011-S3,Adi Firmansyah,16M768T328,17,216000,3,
SO2607061174,TPOS00103980,06/07/2026,C1205,TOKO GRAHA LESTARI,3,011-S3,Adi Firmansyah,16M768T328,1,197800,2,
SO2607061175,TPOS00103981,26/07/2026,C1206,PD LOGAM SERVIS,3,011-S1,Gunawan Fauzi,37N358Y580,4,312300,4,
SO2607061176,TPOS00103982,06/07/2026,C1206,PD LOGAM SERVIS,3,011-S1,Gunawan Fauzi,53J936G170,1,826400,0,
SO2607061177,TPOS00103983,11/07/2026,C1206,PD LOGAM SERVIS,3,011-S1,Gunawan Fauzi,28G874X785,1,289900,1,
SO2607061178,TPOS00103984,10/07/2026,C1206,PD LOGAM SERVIS,3,011-S1,Gunawan Fauzi,93W448G658,5,663000,2,
SO2607061179,TPOS00103985,09/07/2026,C1207,TOKO MAJU AUTO,3,011-S1,Gunawan Fauzi,96E654F696,45,1000,3,
SO2607061180,TPOS00103986,14/07/2026,C1207,TOKO MAJU AUTO,3,011-S1,Gunawan Fauzi,11L835S913,5,385300,4,
SO2607061181,TPOS00103987,15/07/2026,C1208,TB PUTRA MANDIRI,3,011-S3,Adi Firmansyah,41S126Z653,1,276300,0,
SO2607061182,TPOS00103988,17/07/2026,C1208,TB PUTRA MANDIRI,3,011-S3,Adi Firmansyah,74C244Q660,6,780300,3,
SO2607061183,TPOS00103989,04/07/2026,C1210,PD MAJU SEJAHTERA,3,011-S2,Wahyu Wijaya,45G694X515,4,273300,3,
SO2607061184,TPOS00103990,18/07/2026,C1210,PD MAJU SEJAHTERA,3,011-S2,Wahyu Wijaya,37N358Y580,129,174700,1,
SO2607061185,TPOS00103991,02/07/2026,C1210,PD MAJU SEJAHTERA,3,011-S2,Wahyu Wijaya,44T632M601,11,317500,5,
SO2607061186,TPOS00103992,12/07/2026,C1210,PD MAJU SEJAHTERA,3,011-S2,Wahyu Wijaya,75G721C468,4,539500,0,
SO2607061187,TPOS00103993,19/07/2026,C1211,UD CAHAYA MANDIRI,3,011-S2,Wahyu Wijaya,57M624X879,4,75600,4,
SO2607061188,TPOS00103994,27/07/2026,C1211,UD CAHAYA MANDIRI,3,011-S2,Wahyu Wijaya,47A230H350,1,1000,5,
SO2607061189,TPOS00103995,14/07/2026,C1213,TOKO KARYA PARTS,3,011-S2,Wahyu Wijaya,84N838B423,66,375400,1,
SO2607061190,TPOS00103996,23/07/2026,C1213,TOKO KARYA PARTS,3,011-S2,Wahyu Wijaya,90G641D914,5,169700,5,
SO2607061191,TPOS00103997,25/07/2026,C1213,TOKO KARYA PARTS,3,011-S2,Wahyu Wijaya,56Z686F690,1,39100,1,
SO2607061192,TPOS00103998,20/07/2026,C1213,TOKO KARYA PARTS,3,011-S2,Wahyu Wijaya,91W151C185,1,545900,3,
SO2607061193,TPOS00103999,19/07/2026,C1213,TOKO KARYA PARTS,3,011-S2,Wahyu Wijaya,61U608T716,1,291300,0,
SO2607061194,TPOS00104000,10/07/2026,C1213,TOKO KARYA PARTS,3,011-S2,Wahyu Wijaya,96Q332D906,1,260400,5,
SO2607061195,TPOS00104001,22/07/2026,C1213,TOKO KARYA PARTS,3,011-S2,Wahyu Wijaya,22S288C517,1,726200,3,
SO2607061196,TPOS00104002,06/07/2026,C1213,TOKO KARYA PARTS,3,011-S2,Wahyu Wijaya,26U418F277,1,1000,5,
SO2607061197,TPOS00104003,01/07/2026,C1218,UD CIPTA AUTOPARTS,3,012-S1,Indah Halim,34L541N124,4,959000,1,
SO2607061198,TPOS00104004,07/07/2026,C1218,UD CIPTA AUTOPARTS,3,012-S1,Indah Halim,80Y637E485,3,584200,4,
SO2607061199,TPOS00104005,22/07/2026,C1219,CV UTARA MAKMUR,3,012-S2,Wahyu Sugiarto,32X305U353,1,880200,4,
SO2607061200,TPOS00104006,05/07/2026,C1220,UD TEKNIK SEJAHTERA,3,012-S3,Umar Susanto,57M624X879,6,198500,3,
SO2607061201,TPOS00104007,28/07/2026,C1220,UD TEKNIK SEJAHTERA,3,012-S3,Umar Susanto,70Z186V901,24,291100,3,
